customerID;gender;SeniorCitizen;Partner;Dependents;tenure;PhoneService;MultipleLines;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;Contract;PaperlessBilling;PaymentMethod;MonthlyCharges;TotalCharges;Churn;SampleWeight
"0420-BWTPW";"Male";0;"No";"Yes";8;"No";"No phone service";"DSL";"No";"No";"No";"No";"No";"No";"Month-to-month";"No";"Mailed check";25,500000;215,200000;"Yes";1,000000
"7449-HVPIV";"Male";0;"Yes";"Yes";55;"Yes";"Yes";"Fiber optic";"No";"No";"Yes";"No";"Yes";"No";"Month-to-month";"Yes";"Credit card (automatic)";90,400000;5099,150000;"No";2,768325
"5504-WSIUR";"Female";0;"No";"No";70;"Yes";"Yes";"Fiber optic";"No";"Yes";"Yes";"Yes";"No";"No";"One year";"Yes";"Bank transfer (automatic)";90,250000;6385,950000;"No";2,768325
"3948-XHGNA";"Male";0;"No";"No";24;"Yes";"No";"DSL";"Yes";"No";"No";"No";"No";"No";"Month-to-month";"Yes";"Bank transfer (automatic)";49,550000;1210,400000;"Yes";1,000000
"0565-IYCGT";"Male";0;"No";"No";69;"Yes";"Yes";"DSL";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"One year";"Yes";"Credit card (automatic)";78,600000;5356,450000;"Yes";1,000000
"4425-OWHWB";"Female";0;"No";"No";20;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"One year";"Yes";"Credit card (automatic)";19,350000;433,750000;"No";2,768325
"8901-HJXTF";"Female";0;"Yes";"Yes";12;"No";"No phone service";"DSL";"No";"Yes";"No";"No";"No";"No";"Month-to-month";"No";"Mailed check";29,200000;309,100000;"Yes";1,000000
"8000-REIQB";"Female";1;"No";"No";1;"Yes";"No";"Fiber optic";"No";"No";"No";"No";"No";"No";"Month-to-month";"Yes";"Electronic check";69,950000;69,950000;"Yes";1,000000
"0266-CLZKZ";"Female";0;"Yes";"Yes";67;"Yes";"Yes";"Fiber optic";"No";"No";"Yes";"Yes";"Yes";"Yes";"Two year";"Yes";"Bank transfer (automatic)";105,650000;6717,900000;"No";2,768325
"3858-VOBET";"Male";0;"No";"No";23;"Yes";"Yes";"Fiber optic";"No";"No";"No";"No";"No";"No";"Month-to-month";"Yes";"Electronic check";74,950000;1710,450000;"Yes";1,000000
"1447-PJGGA";"Female";0;"No";"No";57;"Yes";"No";"Fiber optic";"No";"No";"Yes";"No";"Yes";"Yes";"Two year";"Yes";"Electronic check";95,250000;5464,650000;"Yes";1,000000
"8086-OVPWV";"Male";0;"No";"No";2;"Yes";"No";"Fiber optic";"No";"No";"No";"No";"No";"Yes";"Month-to-month";"Yes";"Electronic check";80,200000;181,100000;"Yes";1,000000
"6845-RGTYS";"Female";0;"Yes";"No";47;"Yes";"Yes";"Fiber optic";"Yes";"Yes";"Yes";"No";"Yes";"No";"Month-to-month";"Yes";"Electronic check";98,750000;4533,700000;"Yes";1,000000
"2546-KZAAT";"Male";0;"Yes";"No";52;"Yes";"No";"DSL";"Yes";"Yes";"No";"No";"Yes";"Yes";"One year";"Yes";"Mailed check";75,400000;3865,450000;"No";2,768325
"5989-PGKJB";"Female";0;"No";"No";16;"Yes";"No";"Fiber optic";"No";"Yes";"No";"No";"No";"Yes";"Month-to-month";"Yes";"Electronic check";86,250000;1340,100000;"No";2,768325
"6481-OGDOO";"Male";0;"Yes";"No";67;"Yes";"No";"Fiber optic";"Yes";"Yes";"No";"No";"No";"Yes";"One year";"Yes";"Credit card (automatic)";90,600000;6056,150000;"Yes";1,000000
"6298-QDFNH";"Male";0;"No";"No";22;"Yes";"Yes";"Fiber optic";"No";"Yes";"No";"No";"No";"No";"Month-to-month";"Yes";"Electronic check";79,350000;1730,350000;"Yes";1,000000
"6173-ITPWD";"Male";0;"Yes";"No";47;"Yes";"Yes";"Fiber optic";"No";"Yes";"Yes";"No";"No";"No";"Month-to-month";"Yes";"Bank transfer (automatic)";83,350000;4065,000000;"Yes";1,000000
"9734-UYXQI";"Female";0;"No";"No";2;"Yes";"Yes";"DSL";"No";"No";"No";"No";"No";"No";"Month-to-month";"Yes";"Electronic check";49,400000;106,550000;"Yes";1,000000
"6356-ELRKD";"Female";0;"No";"No";1;"Yes";"No";"Fiber optic";"Yes";"No";"No";"No";"Yes";"Yes";"Month-to-month";"Yes";"Electronic check";95,600000;95,600000;"Yes";1,000000
"3061-BCKYI";"Male";0;"No";"No";14;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Month-to-month";"No";"Mailed check";19,900000;283,750000;"No";2,768325
"5804-HYIEZ";"Male";0;"Yes";"Yes";70;"Yes";"Yes";"Fiber optic";"Yes";"Yes";"No";"No";"Yes";"Yes";"Month-to-month";"Yes";"Electronic check";106,050000;7554,050000;"No";2,768325
"4897-QSUYC";"Female";0;"No";"No";1;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Month-to-month";"Yes";"Mailed check";20,150000;20,150000;"Yes";1,000000
"0761-AETCS";"Female";0;"No";"No";1;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Month-to-month";"No";"Electronic check";19,300000;19,300000;"Yes";1,000000
"2153-MREFK";"Female";0;"Yes";"No";37;"Yes";"Yes";"Fiber optic";"Yes";"No";"Yes";"Yes";"No";"Yes";"One year";"Yes";"Electronic check";99,200000;3754,600000;"Yes";1,000000
"7206-PQBBZ";"Male";1;"Yes";"No";11;"Yes";"No";"Fiber optic";"No";"No";"No";"No";"No";"No";"Month-to-month";"Yes";"Electronic check";70,200000;834,700000;"No";2,768325
"7707-PYBBH";"Male";0;"No";"No";40;"Yes";"No";"DSL";"Yes";"Yes";"No";"Yes";"No";"No";"Month-to-month";"Yes";"Mailed check";61,900000;2647,100000;"No";2,768325
"4349-GFQHK";"Male";0;"No";"No";1;"Yes";"Yes";"DSL";"No";"No";"Yes";"No";"No";"No";"Month-to-month";"No";"Electronic check";54,350000;54,350000;"Yes";1,000000
"5858-EAFCZ";"Male";0;"No";"No";1;"Yes";"No";"DSL";"No";"No";"No";"No";"No";"No";"Month-to-month";"No";"Mailed check";44,450000;44,450000;"No";2,768325
"1163-ONYEY";"Male";0;"Yes";"Yes";41;"Yes";"Yes";"DSL";"Yes";"Yes";"Yes";"No";"Yes";"No";"Month-to-month";"Yes";"Credit card (automatic)";74,550000;3023,550000;"No";2,768325
"8945-MUQUF";"Male";0;"No";"No";51;"Yes";"Yes";"Fiber optic";"Yes";"Yes";"No";"No";"Yes";"No";"One year";"Yes";"Electronic check";94,800000;4837,600000;"Yes";1,000000
"8051-HJRLT";"Female";1;"No";"No";1;"Yes";"No";"Fiber optic";"No";"No";"No";"No";"No";"No";"Month-to-month";"Yes";"Electronic check";70,550000;70,550000;"Yes";1,000000
"3023-GFLBR";"Female";0;"Yes";"Yes";33;"Yes";"Yes";"Fiber optic";"No";"No";"No";"No";"No";"Yes";"Month-to-month";"No";"Credit card (automatic)";86,150000;2745,700000;"Yes";1,000000
"2560-WBWXF";"Male";0;"No";"No";68;"Yes";"Yes";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Two year";"Yes";"Bank transfer (automatic)";24,150000;1498,850000;"No";2,768325
"4335-UPJSI";"Female";0;"No";"Yes";24;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Two year";"No";"Mailed check";19,750000;498,100000;"No";2,768325
"0524-IAVZO";"Female";0;"Yes";"No";30;"Yes";"Yes";"Fiber optic";"No";"No";"No";"No";"No";"Yes";"Month-to-month";"Yes";"Electronic check";85,000000;2624,250000;"Yes";1,000000
"2737-YNGYW";"Female";0;"No";"No";2;"Yes";"No";"Fiber optic";"No";"No";"No";"No";"No";"Yes";"Month-to-month";"No";"Electronic check";80,550000;184,100000;"Yes";1,000000
"7101-HRBLJ";"Female";0;"Yes";"Yes";72;"Yes";"No";"DSL";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Two year";"Yes";"Bank transfer (automatic)";83,700000;6096,900000;"No";2,768325
"5159-YFPKQ";"Female";0;"No";"No";2;"Yes";"No";"Fiber optic";"No";"No";"Yes";"No";"No";"No";"Month-to-month";"Yes";"Electronic check";75,800000;160,750000;"Yes";1,000000
"4021-RQSNY";"Male";1;"Yes";"No";29;"Yes";"Yes";"Fiber optic";"No";"No";"Yes";"No";"Yes";"Yes";"Month-to-month";"Yes";"Electronic check";98,500000;3004,150000;"Yes";1,000000
"5453-YBTWV";"Male";0;"Yes";"Yes";70;"Yes";"No";"Fiber optic";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Two year";"Yes";"Credit card (automatic)";101,100000;6994,800000;"No";2,768325
"7927-AUXBZ";"Female";0;"No";"No";30;"Yes";"No";"Fiber optic";"No";"No";"No";"Yes";"Yes";"No";"Month-to-month";"No";"Electronic check";85,150000;2555,900000;"Yes";1,000000
"4695-WJZUE";"Female";1;"No";"No";2;"Yes";"Yes";"Fiber optic";"No";"No";"Yes";"No";"No";"Yes";"Month-to-month";"Yes";"Electronic check";88,550000;179,250000;"Yes";1,000000
"7619-ODSGN";"Male";0;"Yes";"Yes";24;"Yes";"Yes";"DSL";"Yes";"No";"No";"No";"No";"No";"Month-to-month";"No";"Electronic check";54,750000;1338,150000;"Yes";1,000000
"3988-RQIXO";"Female";1;"No";"No";1;"Yes";"No";"Fiber optic";"No";"No";"No";"No";"Yes";"Yes";"Month-to-month";"Yes";"Electronic check";91,300000;91,300000;"Yes";1,000000
"5931-FLJJF";"Male";1;"Yes";"No";7;"Yes";"No";"Fiber optic";"No";"No";"No";"No";"No";"No";"Month-to-month";"Yes";"Mailed check";70,100000;467,550000;"Yes";1,000000
"4285-GYRQC";"Female";0;"Yes";"No";7;"Yes";"No";"Fiber optic";"No";"No";"Yes";"No";"Yes";"No";"Month-to-month";"Yes";"Electronic check";86,250000;587,100000;"Yes";1,000000
"8076-FEZKJ";"Male";0;"No";"No";10;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"One year";"No";"Mailed check";19,500000;225,850000;"No";2,768325
"4312-GVYNH";"Female";0;"Yes";"No";70;"No";"No phone service";"DSL";"Yes";"No";"Yes";"Yes";"No";"Yes";"Two year";"Yes";"Bank transfer (automatic)";49,850000;3370,200000;"No";2,768325
"2528-HFYZX";"Male";1;"Yes";"No";17;"Yes";"No";"Fiber optic";"No";"Yes";"No";"No";"No";"No";"Month-to-month";"Yes";"Electronic check";76,450000;1233,400000;"Yes";1,000000
"1393-IMKZG";"Female";0;"No";"No";1;"Yes";"No";"Fiber optic";"No";"No";"No";"Yes";"Yes";"Yes";"Month-to-month";"Yes";"Electronic check";95,850000;95,850000;"No";2,768325
"3398-GCPMU";"Female";1;"Yes";"Yes";72;"Yes";"Yes";"DSL";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Two year";"Yes";"Credit card (automatic)";89,550000;6448,850000;"No";2,768325
"0362-RAOQO";"Female";0;"No";"No";40;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Two year";"No";"Credit card (automatic)";19,650000;830,250000;"No";2,768325
"0829-DDVLK";"Female";0;"No";"No";15;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"One year";"No";"Credit card (automatic)";20,100000;302,450000;"No";2,768325
"4957-TIALW";"Female";0;"No";"Yes";15;"Yes";"No";"DSL";"Yes";"Yes";"Yes";"Yes";"No";"No";"One year";"No";"Credit card (automatic)";65,600000;1010,000000;"No";2,768325
"1583-IHQZE";"Male";0;"No";"No";12;"Yes";"Yes";"Fiber optic";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Month-to-month";"Yes";"Mailed check";112,950000;1384,750000;"Yes";1,000000
"1587-FKLZB";"Male";1;"Yes";"Yes";66;"Yes";"Yes";"Fiber optic";"No";"No";"Yes";"No";"Yes";"Yes";"Month-to-month";"Yes";"Credit card (automatic)";99,500000;6822,150000;"Yes";1,000000
"4307-KTUMW";"Male";0;"Yes";"No";53;"Yes";"Yes";"Fiber optic";"Yes";"No";"Yes";"No";"No";"Yes";"Month-to-month";"No";"Electronic check";93,900000;5029,200000;"Yes";1,000000
"3870-MQAMG";"Female";0;"Yes";"No";54;"Yes";"Yes";"Fiber optic";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"One year";"No";"Electronic check";110,350000;5893,150000;"Yes";1,000000
"8499-BRXTD";"Male";0;"No";"No";18;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"One year";"No";"Mailed check";20,100000;401,850000;"No";2,768325
"1306-RPWXZ";"Female";0;"No";"Yes";49;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Two year";"No";"Credit card (automatic)";20,450000;1024,650000;"No";2,768325
"8949-JTMAY";"Female";0;"No";"No";29;"Yes";"Yes";"Fiber optic";"No";"No";"Yes";"No";"Yes";"Yes";"Month-to-month";"Yes";"Credit card (automatic)";98,600000;2933,200000;"Yes";1,000000
"4238-JSSWH";"Female";1;"Yes";"No";35;"Yes";"Yes";"Fiber optic";"No";"No";"Yes";"No";"Yes";"Yes";"Month-to-month";"No";"Bank transfer (automatic)";102,050000;3452,550000;"No";2,768325
"5499-ECUTN";"Female";0;"Yes";"No";47;"Yes";"No";"DSL";"Yes";"No";"Yes";"No";"Yes";"No";"One year";"Yes";"Credit card (automatic)";66,050000;3021,450000;"No";2,768325
"4304-TSPVK";"Female";0;"Yes";"No";68;"Yes";"Yes";"Fiber optic";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Two year";"No";"Bank transfer (automatic)";114,900000;7843,550000;"No";2,768325
"7089-RKVSZ";"Male";0;"Yes";"Yes";8;"Yes";"Yes";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"One year";"No";"Mailed check";24,400000;203,950000;"No";2,768325
"8739-XNIKG";"Female";0;"No";"No";5;"Yes";"Yes";"Fiber optic";"No";"No";"No";"No";"Yes";"No";"Month-to-month";"Yes";"Electronic check";84,000000;424,750000;"No";2,768325
"9424-CMPOG";"Male";0;"Yes";"Yes";9;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Two year";"No";"Mailed check";19,600000;197,400000;"No";2,768325
"0235-KGSLC";"Female";0;"No";"No";1;"Yes";"No";"Fiber optic";"No";"No";"Yes";"No";"Yes";"No";"Month-to-month";"Yes";"Credit card (automatic)";85,550000;85,550000;"Yes";1,000000
"3757-NJYBX";"Male";1;"Yes";"No";32;"Yes";"Yes";"Fiber optic";"No";"Yes";"Yes";"No";"Yes";"Yes";"Month-to-month";"No";"Bank transfer (automatic)";106,350000;3520,750000;"Yes";1,000000
"3413-DHLPB";"Male";0;"Yes";"Yes";60;"Yes";"Yes";"Fiber optic";"No";"Yes";"No";"Yes";"Yes";"Yes";"Month-to-month";"Yes";"Bank transfer (automatic)";103,750000;5969,950000;"No";2,768325
"7649-PHJVR";"Male";0;"No";"No";11;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"One year";"No";"Mailed check";19,500000;226,800000;"No";2,768325
"1247-QBVSH";"Female";0;"Yes";"Yes";43;"Yes";"No";"DSL";"No";"Yes";"No";"No";"No";"No";"Month-to-month";"No";"Mailed check";50,200000;2169,400000;"No";2,768325
"6734-GMPVK";"Male";0;"No";"No";5;"Yes";"Yes";"Fiber optic";"No";"Yes";"Yes";"No";"Yes";"Yes";"Month-to-month";"No";"Electronic check";105,300000;550,600000;"No";2,768325
"5136-KCKGI";"Female";0;"Yes";"Yes";33;"Yes";"Yes";"Fiber optic";"Yes";"No";"Yes";"No";"Yes";"Yes";"One year";"Yes";"Mailed check";103,700000;3467,000000;"Yes";1,000000
"3722-WPXTK";"Male";0;"No";"No";1;"Yes";"No";"Fiber optic";"No";"No";"No";"No";"Yes";"Yes";"Month-to-month";"Yes";"Electronic check";88,350000;88,350000;"Yes";1,000000
"1089-HDMKP";"Male";1;"No";"Yes";11;"Yes";"No";"DSL";"No";"Yes";"No";"Yes";"No";"No";"Month-to-month";"Yes";"Electronic check";54,550000;601,250000;"No";2,768325
"2929-ERCFZ";"Female";0;"Yes";"Yes";8;"Yes";"No";"Fiber optic";"No";"No";"Yes";"No";"Yes";"Yes";"Month-to-month";"Yes";"Electronic check";94,200000;777,300000;"Yes";1,000000
"7548-SEPYI";"Female";0;"No";"No";5;"Yes";"No";"Fiber optic";"No";"Yes";"No";"No";"Yes";"Yes";"Month-to-month";"Yes";"Electronic check";96,250000;512,450000;"Yes";1,000000
"8835-VSDSE";"Female";0;"Yes";"No";2;"Yes";"No";"Fiber optic";"No";"No";"No";"No";"No";"No";"Month-to-month";"Yes";"Electronic check";70,700000;141,450000;"Yes";1,000000
"1623-NLDOT";"Female";0;"Yes";"No";42;"No";"No phone service";"DSL";"No";"Yes";"No";"Yes";"No";"No";"One year";"No";"Mailed check";33,550000;1445,300000;"Yes";1,000000
"4307-KWMXE";"Male";0;"No";"No";10;"No";"No phone service";"DSL";"No";"Yes";"No";"Yes";"No";"No";"Month-to-month";"No";"Electronic check";35,750000;389,800000;"No";2,768325
"5236-PERKL";"Female";0;"No";"No";57;"Yes";"Yes";"Fiber optic";"Yes";"Yes";"Yes";"No";"Yes";"Yes";"Two year";"Yes";"Bank transfer (automatic)";112,950000;6465,000000;"Yes";1,000000
"0142-GVYSN";"Male";0;"No";"No";26;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Month-to-month";"Yes";"Electronic check";20,300000;511,250000;"No";2,768325
"1821-BUCWY";"Male";0;"No";"No";30;"Yes";"No";"DSL";"Yes";"No";"Yes";"No";"No";"No";"Two year";"Yes";"Mailed check";55,650000;1653,850000;"No";2,768325
"0567-GGCAC";"Female";0;"No";"No";7;"Yes";"No";"DSL";"Yes";"Yes";"Yes";"No";"No";"No";"Month-to-month";"No";"Electronic check";61,400000;438,900000;"No";2,768325
"9492-TOKRI";"Female";0;"No";"No";18;"Yes";"Yes";"Fiber optic";"No";"Yes";"No";"No";"Yes";"No";"Month-to-month";"Yes";"Credit card (automatic)";90,000000;1527,350000;"Yes";1,000000
"8481-YYXWG";"Female";0;"No";"No";5;"Yes";"No";"Fiber optic";"No";"Yes";"No";"Yes";"No";"Yes";"Month-to-month";"Yes";"Electronic check";89,350000;461,700000;"Yes";1,000000
"5968-HYJRZ";"Male";0;"Yes";"Yes";47;"Yes";"Yes";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Two year";"No";"Mailed check";24,550000;1160,450000;"No";2,768325
"5198-EFNBM";"Male";1;"Yes";"No";57;"Yes";"No";"Fiber optic";"No";"Yes";"Yes";"No";"Yes";"No";"One year";"Yes";"Electronic check";90,650000;5199,800000;"No";2,768325
"1740-CSDJP";"Male";0;"No";"No";1;"No";"No phone service";"DSL";"No";"No";"No";"No";"No";"Yes";"Month-to-month";"Yes";"Bank transfer (automatic)";35,250000;35,250000;"Yes";1,000000
"3200-MNQTF";"Male";0;"Yes";"No";67;"Yes";"Yes";"DSL";"Yes";"Yes";"Yes";"Yes";"No";"No";"Two year";"No";"Credit card (automatic)";70,900000;4677,100000;"No";2,768325
"0320-DWVTU";"Female";0;"No";"No";53;"Yes";"No";"Fiber optic";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"Two year";"No";"Mailed check";99,500000;5424,250000;"No";2,768325
"1212-GLHMD";"Male";0;"No";"No";3;"Yes";"No";"Fiber optic";"Yes";"No";"No";"No";"No";"Yes";"Month-to-month";"Yes";"Mailed check";86,050000;244,850000;"No";2,768325
"1088-AUUZZ";"Male";0;"Yes";"Yes";56;"Yes";"Yes";"DSL";"Yes";"Yes";"No";"Yes";"No";"Yes";"Two year";"Yes";"Credit card (automatic)";75,850000;4261,200000;"No";2,768325
"8433-WXGNA";"Male";0;"No";"No";2;"Yes";"No";"Fiber optic";"Yes";"No";"No";"No";"No";"No";"Month-to-month";"Yes";"Electronic check";75,700000;189,200000;"Yes";1,000000
"1926-QUZNN";"Female";0;"Yes";"No";72;"Yes";"Yes";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Two year";"Yes";"Bank transfer (automatic)";25,250000;1841,200000;"No";2,768325
"9565-AXSMR";"Male";0;"Yes";"Yes";52;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Two year";"No";"Mailed check";19,200000;1054,750000;"No";2,768325
"8922-LIEGH";"Female";1;"No";"No";25;"Yes";"Yes";"Fiber optic";"No";"Yes";"No";"No";"No";"Yes";"Month-to-month";"Yes";"Electronic check";89,700000;2187,550000;"Yes";1,000000
"8245-UMPYT";"Female";1;"No";"No";16;"Yes";"Yes";"Fiber optic";"No";"No";"No";"No";"Yes";"Yes";"Month-to-month";"Yes";"Electronic check";96,400000;1581,200000;"Yes";1,000000
"0661-KBKPA";"Male";0;"Yes";"Yes";53;"Yes";"Yes";"DSL";"No";"No";"Yes";"Yes";"Yes";"Yes";"One year";"Yes";"Mailed check";78,750000;3942,450000;"No";2,768325
"0022-TCJCI";"Male";1;"No";"No";45;"Yes";"No";"DSL";"Yes";"No";"Yes";"No";"No";"Yes";"One year";"No";"Credit card (automatic)";62,700000;2791,500000;"Yes";1,000000
"5397-NSKQG";"Male";0;"Yes";"Yes";67;"No";"No phone service";"DSL";"Yes";"No";"No";"No";"Yes";"Yes";"Two year";"No";"Credit card (automatic)";50,900000;3281,650000;"No";2,768325
"8670-ERCJH";"Male";0;"No";"No";72;"Yes";"Yes";"Fiber optic";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Two year";"No";"Bank transfer (automatic)";113,400000;8164,100000;"No";2,768325
"8263-QMNTJ";"Male";0;"Yes";"No";72;"Yes";"Yes";"Fiber optic";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Two year";"Yes";"Electronic check";115,550000;8425,300000;"No";2,768325
"0407-BDJKB";"Male";0;"Yes";"No";60;"Yes";"Yes";"Fiber optic";"No";"Yes";"Yes";"No";"Yes";"No";"Month-to-month";"Yes";"Electronic check";95,750000;5742,900000;"Yes";1,000000
"5186-PEIZU";"Female";0;"No";"No";35;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Month-to-month";"No";"Bank transfer (automatic)";19,250000;617,650000;"No";2,768325
"4910-GMJOT";"Female";0;"No";"No";1;"Yes";"Yes";"Fiber optic";"No";"No";"No";"No";"Yes";"Yes";"Month-to-month";"Yes";"Electronic check";94,600000;94,600000;"Yes";1,000000
"4361-FEBGN";"Male";0;"No";"No";48;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Two year";"No";"Credit card (automatic)";20,150000;982,950000;"No";2,768325
"7145-FEJWU";"Female";0;"No";"Yes";12;"Yes";"Yes";"Fiber optic";"No";"Yes";"Yes";"No";"Yes";"Yes";"Month-to-month";"Yes";"Electronic check";105,300000;1275,650000;"No";2,768325
"9624-EGDEQ";"Female";0;"No";"No";37;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Two year";"No";"Mailed check";19,800000;813,300000;"No";2,768325
"3096-YXENJ";"Female";0;"Yes";"No";65;"Yes";"Yes";"Fiber optic";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Two year";"Yes";"Bank transfer (automatic)";107,650000;7082,850000;"No";2,768325
"5539-TMZLF";"Male";1;"No";"No";1;"Yes";"No";"Fiber optic";"No";"No";"No";"No";"No";"No";"Month-to-month";"Yes";"Electronic check";69,750000;69,750000;"Yes";1,000000
"5976-JCJRH";"Male";0;"Yes";"No";10;"Yes";"No";"Fiber optic";"No";"No";"No";"No";"No";"No";"Month-to-month";"Yes";"Electronic check";70,300000;738,200000;"Yes";1,000000
"7593-JNWRU";"Male";0;"Yes";"Yes";6;"Yes";"No";"DSL";"No";"No";"No";"No";"No";"No";"Month-to-month";"Yes";"Bank transfer (automatic)";44,600000;260,800000;"Yes";1,000000
"5315-CKEQK";"Male";1;"Yes";"Yes";28;"Yes";"Yes";"DSL";"No";"No";"No";"No";"No";"No";"One year";"Yes";"Electronic check";51,000000;1381,800000;"No";2,768325
"4611-ANLQC";"Female";0;"Yes";"No";60;"No";"No phone service";"DSL";"Yes";"Yes";"Yes";"No";"No";"Yes";"One year";"No";"Electronic check";50,050000;2911,500000;"No";2,768325
"0014-BMAQU";"Male";0;"Yes";"No";63;"Yes";"Yes";"Fiber optic";"Yes";"No";"No";"Yes";"No";"No";"Two year";"Yes";"Credit card (automatic)";84,650000;5377,800000;"No";2,768325
"6861-XWTWQ";"Male";1;"Yes";"No";7;"Yes";"Yes";"Fiber optic";"No";"No";"Yes";"No";"Yes";"Yes";"Month-to-month";"Yes";"Electronic check";99,250000;665,450000;"Yes";1,000000
"6877-TJMBR";"Male";0;"Yes";"No";1;"Yes";"No";"Fiber optic";"No";"No";"No";"Yes";"Yes";"No";"Month-to-month";"Yes";"Electronic check";84,800000;84,800000;"Yes";1,000000
"3550-SAHFP";"Female";0;"No";"No";33;"Yes";"Yes";"Fiber optic";"No";"No";"No";"No";"No";"Yes";"Month-to-month";"Yes";"Electronic check";83,350000;2757,850000;"Yes";1,000000
"4873-ILOLJ";"Male";0;"No";"No";24;"Yes";"No";"Fiber optic";"No";"No";"No";"No";"Yes";"Yes";"Month-to-month";"Yes";"Electronic check";90,350000;2238,500000;"Yes";1,000000
"4328-VUFWD";"Female";0;"No";"No";39;"Yes";"No";"DSL";"No";"No";"No";"Yes";"No";"Yes";"One year";"No";"Electronic check";59,300000;2209,150000;"No";2,768325
"5639-NTUPK";"Male";0;"No";"Yes";13;"Yes";"No";"DSL";"Yes";"No";"No";"No";"No";"No";"Month-to-month";"Yes";"Credit card (automatic)";52,100000;670,650000;"No";2,768325
"8348-HFYIV";"Male";0;"No";"No";2;"No";"No phone service";"DSL";"No";"No";"Yes";"No";"Yes";"Yes";"Month-to-month";"Yes";"Electronic check";49,250000;90,350000;"Yes";1,000000
"8166-ORCHU";"Male";1;"Yes";"No";33;"Yes";"No";"Fiber optic";"Yes";"Yes";"No";"Yes";"No";"Yes";"One year";"Yes";"Electronic check";93,550000;3055,500000;"No";2,768325
"4659-NZRUF";"Female";0;"No";"No";19;"Yes";"Yes";"Fiber optic";"Yes";"Yes";"No";"No";"No";"Yes";"Month-to-month";"Yes";"Electronic check";95,150000;1789,250000;"Yes";1,000000
"4878-BUNFV";"Male";0;"Yes";"Yes";42;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Two year";"No";"Mailed check";20,700000;828,850000;"No";2,768325
"2608-BHKFN";"Female";0;"No";"No";4;"Yes";"No";"Fiber optic";"No";"No";"No";"No";"No";"No";"Month-to-month";"Yes";"Credit card (automatic)";70,050000;266,900000;"Yes";1,000000
"6997-UVGOX";"Male";0;"Yes";"Yes";71;"Yes";"No";"DSL";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Two year";"No";"Bank transfer (automatic)";85,450000;6029,900000;"No";2,768325
"1942-OQFRW";"Male";0;"No";"No";1;"Yes";"No";"DSL";"No";"No";"No";"No";"No";"No";"Month-to-month";"No";"Electronic check";44,000000;44,000000;"No";2,768325
"4749-VFKVB";"Female";0;"No";"No";1;"Yes";"Yes";"DSL";"No";"No";"No";"No";"No";"No";"Month-to-month";"Yes";"Mailed check";50,100000;50,100000;"Yes";1,000000
